i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,Zones(hierarchy) unit1 scale1
95,114,39,50380.0,52580.0,-2723.11953735,24.0
99,114,39,50540.0,52580.0,-2711.13677979,24.0
88,115,39,50100.0,52620.0,-2747.35516357,24.0
101,115,39,50620.0,52620.0,-2728.01141357,24.0
102,115,39,50660.0,52620.0,-2732.82888794,24.0
87,116,39,50060.0,52660.0,-2753.14102173,24.0
103,116,39,50700.0,52660.0,-2744.14135742,24.0
104,116,39,50740.0,52660.0,-2747.24581909,24.0
87,117,39,50060.0,52700.0,-2755.5227356,24.0
88,117,39,50100.0,52700.0,-2753.21847534,24.0
105,117,39,50780.0,52700.0,-2755.42004395,24.0
106,117,39,50820.0,52700.0,-2759.85327148,24.0
88,118,39,50100.0,52740.0,-2755.11123657,24.0
89,118,39,50140.0,52740.0,-2753.496521,24.0
106,118,39,50820.0,52740.0,-2762.56008911,24.0
107,118,39,50860.0,52740.0,-2755.3392334,22.0
108,118,39,50900.0,52740.0,-2771.54464722,24.0
88,119,39,50100.0,52780.0,-2761.51501465,24.0
109,119,39,50940.0,52780.0,-2775.3682251,24.0
90,120,39,50180.0,52820.0,-2764.78115845,24.0
112,127,39,51060.0,53100.0,-2685.99371338,23.0
113,127,39,51100.0,53100.0,-2693.80221558,24.0
87,184,39,50060.0,55380.0,-2779.33273315,23.0
89,185,39,50140.0,55420.0,-2801.9029541,24.0
90,186,39,50180.0,55460.0,-2801.99777222,23.0
92,187,39,50260.0,55500.0,-2820.27316284,24.0
95,187,39,50380.0,55500.0,-2836.05349731,24.0
93,188,39,50300.0,55540.0,-2825.56958008,24.0
96,188,39,50420.0,55540.0,-2839.85256958,24.0
95,189,39,50380.0,55580.0,-2836.45874023,24.0
43,48,38,48300.0,49940.0,-2867.33837891,24.0
44,48,38,48340.0,49940.0,-2877.02606201,24.0
45,48,38,48380.0,49940.0,-2887.88864136,24.0
46,48,38,48420.0,49940.0,-2899.48248291,24.0
47,48,38,48460.0,49940.0,-2906.56607056,24.0
48,48,38,48500.0,49940.0,-2913.5737915,23.0
49,48,38,48540.0,49940.0,-2923.97613525,24.0
50,48,38,48580.0,49940.0,-2928.73806763,24.0
51,48,38,48620.0,49940.0,-2933.23712158,24.0
52,48,38,48660.0,49940.0,-2936.87631226,24.0
53,48,38,48700.0,49940.0,-2941.1512146,24.0
41,49,38,48220.0,49980.0,-2874.30749512,22.0
42,49,38,48260.0,49980.0,-2840.59857178,24.0
43,49,38,48300.0,49980.0,-2849.73965454,24.0
44,49,38,48340.0,49980.0,-2857.32946777,24.0
45,49,38,48380.0,49980.0,-2866.41540527,24.0
46,49,38,48420.0,49980.0,-2877.7088623,24.0
47,49,38,48460.0,49980.0,-2887.80285645,24.0
48,49,38,48500.0,49980.0,-2896.74636841,24.0
49,49,38,48540.0,49980.0,-2899.55386353,24.0
50,49,38,48580.0,49980.0,-2908.55114746,24.0
51,49,38,48620.0,49980.0,-2916.30987549,24.0
52,49,38,48660.0,49980.0,-2922.74432373,24.0
53,49,38,48700.0,49980.0,-2928.76312256,24.0
54,49,38,48740.0,49980.0,-2934.00289917,24.0
55,49,38,48780.0,49980.0,-2938.99032593,24.0
56,49,38,48820.0,49980.0,-2943.39074707,24.0
57,49,38,48860.0,49980.0,-2947.90716553,24.0
58,49,38,48900.0,49980.0,-2953.62838745,24.0
59,49,38,48940.0,49980.0,-2956.90301514,24.0
60,49,38,48980.0,49980.0,-2958.33825684,24.0
61,49,38,49020.0,49980.0,-2959.45089722,24.0
38,50,38,48100.0,50020.0,-2870.44674683,24.0
39,50,38,48140.0,50020.0,-2875.6081543,24.0
40,50,38,48180.0,50020.0,-2882.09710693,24.0
42,50,38,48260.0,50020.0,-2825.02685547,24.0
43,50,38,48300.0,50020.0,-2832.26168823,24.0
44,50,38,48340.0,50020.0,-2839.02819824,24.0
45,50,38,48380.0,50020.0,-2846.98657227,24.0
46,50,38,48420.0,50020.0,-2856.71499634,24.0
47,50,38,48460.0,50020.0,-2865.64135742,24.0
48,50,38,48500.0,50020.0,-2873.36932373,24.0
49,50,38,48540.0,50020.0,-2883.5675354,24.0
50,50,38,48580.0,50020.0,-2890.265625,23.0
51,50,38,48620.0,50020.0,-2893.70236206,24.0
52,50,38,48660.0,50020.0,-2900.94052124,24.0
53,50,38,48700.0,50020.0,-2906.98327637,24.0
54,50,38,48740.0,50020.0,-2911.32067871,24.0
55,50,38,48780.0,50020.0,-2915.62695312,24.0
56,50,38,48820.0,50020.0,-2919.95367432,24.0
57,50,38,48860.0,50020.0,-2924.65219116,24.0
58,50,38,48900.0,50020.0,-2929.46081543,24.0
59,50,38,48940.0,50020.0,-2933.26138306,24.0
60,50,38,48980.0,50020.0,-2937.26043701,24.0
61,50,38,49020.0,50020.0,-2940.95550537,24.0
62,50,38,49060.0,50020.0,-2944.73693848,24.0
63,50,38,49100.0,50020.0,-2951.37753296,24.0
64,50,38,49140.0,50020.0,-2958.35131836,24.0
65,50,38,49180.0,50020.0,-2963.48199463,24.0
66,50,38,49220.0,50020.0,-2965.21029663,24.0
67,50,38,49260.0,50020.0,-2965.08776855,24.0
68,50,38,49300.0,50020.0,-2966.08944702,24.0
69,50,38,49340.0,50020.0,-2967.2802124,24.0
70,50,38,49380.0,50020.0,-2968.48440552,24.0
71,50,38,49420.0,50020.0,-2968.70855713,24.0
72,50,38,49460.0,50020.0,-2966.9526062,24.0
73,50,38,49500.0,50020.0,-2966.24932861,24.0
74,50,38,49540.0,50020.0,-2969.29122925,24.0
36,51,38,48020.0,50060.0,-2866.64614868,24.0
37,51,38,48060.0,50060.0,-2864.26950073,24.0
38,51,38,48100.0,50060.0,-2866.12792969,24.0
39,51,38,48140.0,50060.0,-2874.37277222,24.0
40,51,38,48180.0,50060.0,-2883.98953247,24.0
41,51,38,48220.0,50060.0,-2847.91500854,24.0
42,51,38,48260.0,50060.0,-2843.39370728,24.0
43,51,38,48300.0,50060.0,-2817.78561401,24.0
44,51,38,48340.0,50060.0,-2824.16342163,24.0
45,51,38,48380.0,50060.0,-2831.62677002,24.0
46,51,38,48420.0,50060.0,-2839.81967163,24.0
47,51,38,48460.0,50060.0,-2847.29440308,24.0
48,51,38,48500.0,50060.0,-2853.92077637,24.0
49,51,38,48540.0,50060.0,-2862.42028809,24.0
50,51,38,48580.0,50060.0,-2873.91870117,24.0
51,51,38,48620.0,50060.0,-2883.27593994,24.0
52,51,38,48660.0,50060.0,-2879.0144043,23.0
53,51,38,48700.0,50060.0,-2888.29632568,24.0
54,51,38,48740.0,50060.0,-2891.88409424,24.0
55,51,38,48780.0,50060.0,-2895.53775024,24.0
56,51,38,48820.0,50060.0,-2899.61706543,24.0
57,51,38,48860.0,50060.0,-2903.7336731,24.0
58,51,38,48900.0,50060.0,-2907.58102417,24.0
59,51,38,48940.0,50060.0,-2910.41430664,24.0
60,51,38,48980.0,50060.0,-2912.90109253,24.0
61,51,38,49020.0,50060.0,-2915.50109863,24.0
62,51,38,49060.0,50060.0,-2919.39776611,24.0
63,51,38,49100.0,50060.0,-2926.26434326,24.0
64,51,38,49140.0,50060.0,-2933.68725586,24.0
65,51,38,49180.0,50060.0,-2938.99310303,24.0
66,51,38,49220.0,50060.0,-2941.84838867,24.0
67,51,38,49260.0,50060.0,-2943.20510864,24.0
68,51,38,49300.0,50060.0,-2944.50665283,24.0
69,51,38,49340.0,50060.0,-2945.70953369,24.0
70,51,38,49380.0,50060.0,-2946.93112183,24.0
71,51,38,49420.0,50060.0,-2949.45376587,24.0
72,51,38,49460.0,50060.0,-2950.87796021,24.0
73,51,38,49500.0,50060.0,-2950.5451355,24.0
74,51,38,49540.0,50060.0,-2953.45196533,24.0
75,51,38,49580.0,50060.0,-2959.53747559,24.0
76,51,38,49620.0,50060.0,-2966.14480591,24.0
77,51,38,49660.0,50060.0,-2970.06494141,24.0
78,51,38,49700.0,50060.0,-2972.94729614,24.0
34,52,38,47940.0,50100.0,-2868.92456055,24.0
35,52,38,47980.0,50100.0,-2870.24343872,24.0
36,52,38,48020.0,50100.0,-2865.61254883,24.0
37,52,38,48060.0,50100.0,-2862.2805481,24.0
38,52,38,48100.0,50100.0,-2862.9392395,24.0
39,52,38,48140.0,50100.0,-2872.73397827,24.0
41,52,38,48220.0,50100.0,-2843.47174072,24.0
42,52,38,48260.0,50100.0,-2839.59188843,24.0
43,52,38,48300.0,50100.0,-2835.90081787,24.0
44,52,38,48340.0,50100.0,-2811.98190308,24.0
45,52,38,48380.0,50100.0,-2818.7980957,24.0
46,52,38,48420.0,50100.0,-2825.96994019,24.0
47,52,38,48460.0,50100.0,-2833.25308228,24.0
48,52,38,48500.0,50100.0,-2839.88903809,24.0
49,52,38,48540.0,50100.0,-2846.66363525,24.0
50,52,38,48580.0,50100.0,-2857.00262451,24.0
51,52,38,48620.0,50100.0,-2868.71908569,24.0
52,52,38,48660.0,50100.0,-2877.38970947,24.0
53,52,38,48700.0,50100.0,-2872.87954712,24.0
54,52,38,48740.0,50100.0,-2875.53961182,24.0
55,52,38,48780.0,50100.0,-2878.90090942,24.0
56,52,38,48820.0,50100.0,-2882.07583618,24.0
57,52,38,48860.0,50100.0,-2884.14608765,24.0
58,52,38,48900.0,50100.0,-2886.71951294,24.0
59,52,38,48940.0,50100.0,-2889.30938721,24.0
60,52,38,48980.0,50100.0,-2892.22314453,24.0
61,52,38,49020.0,50100.0,-2895.70565796,24.0
62,52,38,49060.0,50100.0,-2900.02453613,24.0
63,52,38,49100.0,50100.0,-2905.28536987,24.0
64,52,38,49140.0,50100.0,-2910.7038269,24.0
65,52,38,49180.0,50100.0,-2915.05978394,24.0
66,52,38,49220.0,50100.0,-2918.55834961,24.0
67,52,38,49260.0,50100.0,-2921.06173706,24.0
68,52,38,49300.0,50100.0,-2922.86090088,24.0
69,52,38,49340.0,50100.0,-2924.20751953,24.0
70,52,38,49380.0,50100.0,-2925.44366455,24.0
71,52,38,49420.0,50100.0,-2928.6210022,24.0
72,52,38,49460.0,50100.0,-2932.17807007,24.0
73,52,38,49500.0,50100.0,-2932.31411743,24.0
74,52,38,49540.0,50100.0,-2932.65649414,24.0
75,52,38,49580.0,50100.0,-2935.92138672,24.0
76,52,38,49620.0,50100.0,-2939.93988037,24.0
77,52,38,49660.0,50100.0,-2946.15386963,24.0
78,52,38,49700.0,50100.0,-2954.60754395,24.0
79,52,38,49740.0,50100.0,-2963.55325317,24.0
80,52,38,49780.0,50100.0,-2970.33343506,24.0
32,53,38,47860.0,50140.0,-2870.89605713,24.0
33,53,38,47900.0,50140.0,-2879.24139404,24.0
34,53,38,47940.0,50140.0,-2885.41888428,24.0
35,53,38,47980.0,50140.0,-2882.09039307,24.0
36,53,38,48020.0,50140.0,-2871.16912842,24.0
37,53,38,48060.0,50140.0,-2865.48733521,24.0
38,53,38,48100.0,50140.0,-2867.26950073,24.0
39,53,38,48140.0,50140.0,-2876.43487549,24.0
40,53,38,48180.0,50140.0,-2841.67419434,24.0
41,53,38,48220.0,50140.0,-2839.27236938,24.0
42,53,38,48260.0,50140.0,-2836.1031189,24.0
43,53,38,48300.0,50140.0,-2833.1569519,24.0
44,53,38,48340.0,50140.0,-2831.25057983,24.0
45,53,38,48380.0,50140.0,-2807.05053711,24.0
46,53,38,48420.0,50140.0,-2813.86230469,24.0
47,53,38,48460.0,50140.0,-2820.28256226,24.0
48,53,38,48500.0,50140.0,-2825.60720825,24.0
49,53,38,48540.0,50140.0,-2831.86993408,24.0
50,53,38,48580.0,50140.0,-2841.73092651,24.0
51,53,38,48620.0,50140.0,-2851.77255249,24.0
52,53,38,48660.0,50140.0,-2858.06170654,24.0
53,53,38,48700.0,50140.0,-2865.25784302,24.0
54,53,38,48740.0,50140.0,-2871.88134766,24.0
55,53,38,48780.0,50140.0,-2863.19308472,24.0
56,53,38,48820.0,50140.0,-2865.4140625,24.0
57,53,38,48860.0,50140.0,-2866.08828735,24.0
58,53,38,48900.0,50140.0,-2868.54144287,24.0
59,53,38,48940.0,50140.0,-2871.60562134,24.0
60,53,38,48980.0,50140.0,-2869.5289917,23.0
61,53,38,49020.0,50140.0,-2875.44769287,24.0
62,53,38,49060.0,50140.0,-2879.1010437,24.0
63,53,38,49100.0,50140.0,-2879.18179321,23.0
64,53,38,49140.0,50140.0,-2884.35333252,23.0
65,53,38,49180.0,50140.0,-2892.69750977,24.0
66,53,38,49220.0,50140.0,-2896.57894897,24.0
67,53,38,49260.0,50140.0,-2899.66033936,24.0
68,53,38,49300.0,50140.0,-2902.31253052,24.0
69,53,38,49340.0,50140.0,-2904.4513855,24.0
70,53,38,49380.0,50140.0,-2906.56265259,24.0
71,53,38,49420.0,50140.0,-2910.35549927,24.0
72,53,38,49460.0,50140.0,-2914.60797119,24.0
73,53,38,49500.0,50140.0,-2917.13656616,24.0
74,53,38,49540.0,50140.0,-2919.3303833,24.0
75,53,38,49580.0,50140.0,-2921.32632446,24.0
76,53,38,49620.0,50140.0,-2922.28778076,24.0
77,53,38,49660.0,50140.0,-2926.85864258,24.0
78,53,38,49700.0,50140.0,-2934.33898926,24.0
79,53,38,49740.0,50140.0,-2942.16210938,24.0
80,53,38,49780.0,50140.0,-2950.38061523,24.0
81,53,38,49820.0,50140.0,-2958.70333862,24.0
82,53,38,49860.0,50140.0,-2965.53045654,24.0
83,53,38,49900.0,50140.0,-2969.50137329,24.0
30,54,38,47780.0,50180.0,-2867.49472046,24.0
31,54,38,47820.0,50180.0,-2875.39489746,24.0
32,54,38,47860.0,50180.0,-2883.77200317,24.0
33,54,38,47900.0,50180.0,-2893.81802368,24.0
34,54,38,47940.0,50180.0,-2901.29119873,24.0
35,54,38,47980.0,50180.0,-2894.70870972,24.0
36,54,38,48020.0,50180.0,-2879.1973877,24.0
37,54,38,48060.0,50180.0,-2874.01229858,24.0
38,54,38,48100.0,50180.0,-2878.79800415,24.0
40,54,38,48180.0,50180.0,-2838.29782104,24.0
41,54,38,48220.0,50180.0,-2835.98828125,24.0
42,54,38,48260.0,50180.0,-2832.59332275,24.0
43,54,38,48300.0,50180.0,-2830.06591797,24.0
44,54,38,48340.0,50180.0,-2828.13269043,24.0
45,54,38,48380.0,50180.0,-2825.84197998,24.0
46,54,38,48420.0,50180.0,-2802.39282227,24.0
47,54,38,48460.0,50180.0,-2808.18649292,24.0
48,54,38,48500.0,50180.0,-2811.76544189,24.0
49,54,38,48540.0,50180.0,-2817.45339966,24.0
50,54,38,48580.0,50180.0,-2826.17971802,24.0
51,54,38,48620.0,50180.0,-2832.75286865,24.0
52,54,38,48660.0,50180.0,-2836.9984436,24.0
53,54,38,48700.0,50180.0,-2844.39535522,24.0
54,54,38,48740.0,50180.0,-2855.52810669,24.0
55,54,38,48780.0,50180.0,-2863.65036011,24.0
56,54,38,48820.0,50180.0,-2865.11431885,24.0
57,54,38,48860.0,50180.0,-2852.89984131,24.0
58,54,38,48900.0,50180.0,-2852.64929199,24.0
59,54,38,48940.0,50180.0,-2855.58197021,24.0
60,54,38,48980.0,50180.0,-2855.7489624,24.0
61,54,38,49020.0,50180.0,-2855.56445312,24.0
62,54,38,49060.0,50180.0,-2858.17233276,24.0
63,54,38,49100.0,50180.0,-2861.91790771,24.0
64,54,38,49140.0,50180.0,-2867.13589478,24.0
65,54,38,49180.0,50180.0,-2871.84405518,24.0
66,54,38,49220.0,50180.0,-2871.96047974,23.0
67,54,38,49260.0,50180.0,-2871.77005005,22.0
68,54,38,49300.0,50180.0,-2874.76806641,22.0
69,54,38,49340.0,50180.0,-2876.93740845,22.0
70,54,38,49380.0,50180.0,-2879.51696777,22.0
71,54,38,49420.0,50180.0,-2882.87271118,22.0
72,54,38,49460.0,50180.0,-2897.92904663,24.0
73,54,38,49500.0,50180.0,-2902.02996826,24.0
74,54,38,49540.0,50180.0,-2906.28952026,24.0
75,54,38,49580.0,50180.0,-2909.39797974,24.0
76,54,38,49620.0,50180.0,-2903.86465454,23.0
77,54,38,49660.0,50180.0,-2906.46542358,23.0
78,54,38,49700.0,50180.0,-2915.55267334,24.0
79,54,38,49740.0,50180.0,-2921.93676758,24.0
80,54,38,49780.0,50180.0,-2928.74356079,24.0
81,54,38,49820.0,50180.0,-2937.19387817,24.0
82,54,38,49860.0,50180.0,-2945.52474976,24.0
83,54,38,49900.0,50180.0,-2951.10290527,24.0
84,54,38,49940.0,50180.0,-2956.45037842,24.0
85,54,38,49980.0,50180.0,-2961.14865112,24.0
86,54,38,50020.0,50180.0,-2963.53860474,24.0
28,55,38,47700.0,50220.0,-2859.95465088,24.0
29,55,38,47740.0,50220.0,-2867.41958618,24.0
30,55,38,47780.0,50220.0,-2875.66229248,24.0
31,55,38,47820.0,50220.0,-2884.23443604,24.0
32,55,38,47860.0,50220.0,-2893.47506714,24.0
33,55,38,47900.0,50220.0,-2902.60760498,24.0
34,55,38,47940.0,50220.0,-2906.19720459,24.0
35,55,38,47980.0,50220.0,-2896.89974976,24.0
36,55,38,48020.0,50220.0,-2885.61309814,24.0
37,55,38,48060.0,50220.0,-2885.63180542,24.0
38,55,38,48100.0,50220.0,-2891.52084351,24.0
39,55,38,48140.0,50220.0,-2836.08023071,24.0
40,55,38,48180.0,50220.0,-2835.16195679,24.0
41,55,38,48220.0,50220.0,-2832.89147949,24.0
42,55,38,48260.0,50220.0,-2828.92129517,24.0
43,55,38,48300.0,50220.0,-2826.5241394,24.0
44,55,38,48340.0,50220.0,-2824.18084717,24.0
45,55,38,48380.0,50220.0,-2821.67828369,24.0
46,55,38,48420.0,50220.0,-2819.10168457,24.0
47,55,38,48460.0,50220.0,-2798.16491699,24.0
48,55,38,48500.0,50220.0,-2800.02850342,24.0
49,55,38,48540.0,50220.0,-2803.87786865,24.0
50,55,38,48580.0,50220.0,-2810.1973877,24.0
51,55,38,48620.0,50220.0,-2814.256073,24.0
52,55,38,48660.0,50220.0,-2818.89486694,24.0
53,55,38,48700.0,50220.0,-2826.55551147,24.0
54,55,38,48740.0,50220.0,-2836.89813232,24.0
55,55,38,48780.0,50220.0,-2844.55227661,24.0
56,55,38,48820.0,50220.0,-2847.87664795,24.0
57,55,38,48860.0,50220.0,-2849.4520874,24.0
58,55,38,48900.0,50220.0,-2853.43759155,24.0
59,55,38,48940.0,50220.0,-2852.65783691,24.0
61,55,38,49020.0,50220.0,-2839.62741089,24.0
62,55,38,49060.0,50220.0,-2840.60818481,24.0
63,55,38,49100.0,50220.0,-2843.72750854,24.0
64,55,38,49140.0,50220.0,-2848.49749756,24.0
65,55,38,49180.0,50220.0,-2853.03466797,24.0
66,55,38,49220.0,50220.0,-2848.96325684,22.0
67,55,38,49260.0,50220.0,-2856.93276978,23.0
68,55,38,49300.0,50220.0,-2855.55319214,22.0
69,55,38,49340.0,50220.0,-2847.74572754,20.0
70,55,38,49380.0,50220.0,-2844.24139404,19.0
73,55,38,49500.0,50220.0,-2864.25863647,21.0
74,55,38,49540.0,50220.0,-2875.01327515,22.0
75,55,38,49580.0,50220.0,-2892.50411987,24.0
76,55,38,49620.0,50220.0,-2893.19033813,24.0
77,55,38,49660.0,50220.0,-2896.02618408,24.0
78,55,38,49700.0,50220.0,-2897.22686768,23.0
79,55,38,49740.0,50220.0,-2902.41967773,24.0
80,55,38,49780.0,50220.0,-2909.80285645,24.0
81,55,38,49820.0,50220.0,-2918.8833313,24.0
82,55,38,49860.0,50220.0,-2925.71636963,24.0
83,55,38,49900.0,50220.0,-2930.00045776,24.0
84,55,38,49940.0,50220.0,-2934.69314575,24.0
85,55,38,49980.0,50220.0,-2939.74398804,24.0
86,55,38,50020.0,50220.0,-2946.3767395,24.0
87,55,38,50060.0,50220.0,-2954.87646484,24.0
88,55,38,50100.0,50220.0,-2962.08328247,24.0
25,56,38,47580.0,50260.0,-2846.08175659,24.0
26,56,38,47620.0,50260.0,-2857.10437012,24.0
27,56,38,47660.0,50260.0,-2865.53652954,24.0
28,56,38,47700.0,50260.0,-2871.20761108,24.0
29,56,38,47740.0,50260.0,-2877.00366211,24.0
30,56,38,47780.0,50260.0,-2883.52679443,24.0
31,56,38,47820.0,50260.0,-2891.61300659,24.0
32,56,38,47860.0,50260.0,-2900.21951294,24.0
33,56,38,47900.0,50260.0,-2905.140625,24.0
34,56,38,47940.0,50260.0,-2904.4152832,24.0
35,56,38,47980.0,50260.0,-2899.31530762,24.0
36,56,38,48020.0,50260.0,-2895.43377686,24.0
37,56,38,48060.0,50260.0,-2896.30685425,24.0
38,56,38,48100.0,50260.0,-2837.22763062,24.0
39,56,38,48140.0,50260.0,-2833.0446167,24.0
40,56,38,48180.0,50260.0,-2831.0246582,24.0
41,56,38,48220.0,50260.0,-2828.27990723,24.0
42,56,38,48260.0,50260.0,-2824.65206909,24.0
43,56,38,48300.0,50260.0,-2822.14230347,24.0
44,56,38,48340.0,50260.0,-2819.36868286,24.0
45,56,38,48380.0,50260.0,-2813.46911621,23.0
46,56,38,48420.0,50260.0,-2814.37121582,24.0
47,56,38,48460.0,50260.0,-2811.96795654,24.0
48,56,38,48500.0,50260.0,-2788.88983154,24.0
49,56,38,48540.0,50260.0,-2790.28231812,24.0
50,56,38,48580.0,50260.0,-2794.09585571,24.0
51,56,38,48620.0,50260.0,-2798.02709961,24.0
52,56,38,48660.0,50260.0,-2803.82876587,24.0
53,56,38,48700.0,50260.0,-2810.61245728,24.0
54,56,38,48740.0,50260.0,-2818.809021,24.0
55,56,38,48780.0,50260.0,-2824.51419067,24.0
56,56,38,48820.0,50260.0,-2826.5557251,24.0
57,56,38,48860.0,50260.0,-2826.81558228,24.0
58,56,38,48900.0,50260.0,-2827.57623291,24.0
59,56,38,48940.0,50260.0,-2830.05105591,24.0
60,56,38,48980.0,50260.0,-2833.7411499,24.0
61,56,38,49020.0,50260.0,-2839.31646729,24.0
62,56,38,49060.0,50260.0,-2844.47869873,24.0
63,56,38,49100.0,50260.0,-2844.72286987,24.0
65,56,38,49180.0,50260.0,-2836.51199341,24.0
66,56,38,49220.0,50260.0,-2835.69058228,24.0
67,56,38,49260.0,50260.0,-2832.63452148,20.0
68,56,38,49300.0,50260.0,-2832.13101196,20.0
69,56,38,49340.0,50260.0,-2829.09100342,20.0
70,56,38,49380.0,50260.0,-2823.46499634,19.0
71,56,38,49420.0,50260.0,-2824.9781189,19.0
74,56,38,49540.0,50260.0,-2834.05944824,19.0
76,56,38,49620.0,50260.0,-2848.75820923,20.0
77,56,38,49660.0,50260.0,-2879.54870605,24.0
78,56,38,49700.0,50260.0,-2889.67596436,24.0
79,56,38,49740.0,50260.0,-2892.63491821,23.0
80,56,38,49780.0,50260.0,-2892.6741333,24.0
81,56,38,49820.0,50260.0,-2899.97662354,24.0
82,56,38,49860.0,50260.0,-2904.41479492,24.0
83,56,38,49900.0,50260.0,-2908.22473145,24.0
84,56,38,49940.0,50260.0,-2913.1222229,24.0
85,56,38,49980.0,50260.0,-2919.18481445,24.0
86,56,38,50020.0,50260.0,-2926.9425354,24.0
87,56,38,50060.0,50260.0,-2935.7180481,24.0
88,56,38,50100.0,50260.0,-2944.56027222,24.0
89,56,38,50140.0,50260.0,-2953.36148071,24.0
90,56,38,50180.0,50260.0,-2961.2434082,24.0
23,57,38,47500.0,50300.0,-2839.54568481,24.0
24,57,38,47540.0,50300.0,-2847.15255737,24.0
25,57,38,47580.0,50300.0,-2856.44735718,24.0
26,57,38,47620.0,50300.0,-2867.30236816,24.0
27,57,38,47660.0,50300.0,-2875.13821411,24.0
28,57,38,47700.0,50300.0,-2880.38320923,24.0
29,57,38,47740.0,50300.0,-2885.54379272,24.0
30,57,38,47780.0,50300.0,-2890.79013062,24.0
31,57,38,47820.0,50300.0,-2897.72512817,24.0
32,57,38,47860.0,50300.0,-2904.06881714,24.0
33,57,38,47900.0,50300.0,-2905.40585327,24.0
34,57,38,47940.0,50300.0,-2904.20288086,24.0
35,57,38,47980.0,50300.0,-2903.71890259,24.0
36,57,38,48020.0,50300.0,-2902.96411133,24.0
37,57,38,48060.0,50300.0,-2902.23907471,24.0
38,57,38,48100.0,50300.0,-2835.05136108,24.0
39,57,38,48140.0,50300.0,-2830.18640137,24.0
40,57,38,48180.0,50300.0,-2826.05947876,24.0
41,57,38,48220.0,50300.0,-2822.33883667,24.0
43,57,38,48300.0,50300.0,-2849.19470215,24.0
44,57,38,48340.0,50300.0,-2843.92721558,24.0
45,57,38,48380.0,50300.0,-2838.67208862,24.0
46,57,38,48420.0,50300.0,-2833.29595947,24.0
47,57,38,48460.0,50300.0,-2828.30761719,24.0
49,57,38,48540.0,50300.0,-2780.44345093,24.0
50,57,38,48580.0,50300.0,-2781.30258179,24.0
51,57,38,48620.0,50300.0,-2784.50231934,24.0
52,57,38,48660.0,50300.0,-2790.09707642,24.0
53,57,38,48700.0,50300.0,-2794.7020874,24.0
54,57,38,48740.0,50300.0,-2800.33087158,24.0
55,57,38,48780.0,50300.0,-2804.44735718,24.0
56,57,38,48820.0,50300.0,-2805.60620117,24.0
57,57,38,48860.0,50300.0,-2805.8369751,24.0
58,57,38,48900.0,50300.0,-2805.92645264,24.0
59,57,38,48940.0,50300.0,-2807.08010864,24.0
60,57,38,48980.0,50300.0,-2810.34301758,24.0
61,57,38,49020.0,50300.0,-2815.53598022,24.0
62,57,38,49060.0,50300.0,-2820.69781494,24.0
63,57,38,49100.0,50300.0,-2826.72128296,24.0
64,57,38,49140.0,50300.0,-2832.26333618,24.0
65,57,38,49180.0,50300.0,-2834.67727661,24.0
66,57,38,49220.0,50300.0,-2834.27383423,24.0
67,57,38,49260.0,50300.0,-2831.55148315,24.0
68,57,38,49300.0,50300.0,-2828.78292847,24.0
69,57,38,49340.0,50300.0,-2825.04510498,24.0
70,57,38,49380.0,50300.0,-2819.95922852,24.0
71,57,38,49420.0,50300.0,-2818.89794922,24.0
72,57,38,49460.0,50300.0,-2820.84405518,24.0
73,57,38,49500.0,50300.0,-2822.55102539,24.0
74,57,38,49540.0,50300.0,-2821.8911438,19.0
75,57,38,49580.0,50300.0,-2831.94119263,21.0
76,57,38,49620.0,50300.0,-2836.24667358,21.0
77,57,38,49660.0,50300.0,-2863.64746094,24.0
78,57,38,49700.0,50300.0,-2877.49612427,24.0
79,57,38,49740.0,50300.0,-2888.78512573,24.0
80,57,38,49780.0,50300.0,-2898.00128174,24.0
81,57,38,49820.0,50300.0,-2880.43994141,24.0
82,57,38,49860.0,50300.0,-2886.11694336,24.0
83,57,38,49900.0,50300.0,-2890.9342041,24.0
84,57,38,49940.0,50300.0,-2895.45431519,24.0
85,57,38,49980.0,50300.0,-2902.27587891,24.0
86,57,38,50020.0,50300.0,-2910.40249634,24.0
87,57,38,50060.0,50300.0,-2919.98892212,24.0
